,00,01,02,03,04,05,10,11,12,13,14,15,20,21,22,23,24,25,30,31,32,33,34,35,40,41,42,43,44,45,50,51,52,53,54,55,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,theta,LL,blk,blk_hr
0,0.3840233321121691,0.2460233889399932,0.0097699845412537,0.0076813638024364,0.0256531959685144,0.0139366827987629,0.3231616987327698,0.5464883839675285,0.014286547229722,0.0018546972003878,0.0111847320190943,0.0140544856149285,0.2707764168203432,0.0556303543132944,0.0294862860030574,0.0885190131786558,0.0806575385981974,0.0720556674278996,0.0978729401027925,0.0842310206454158,0.2489689496076178,0.1288375063470617,0.2319250603356215,0.098206419731207,0.3022070302421379,0.104470725797828,0.029640125716561,0.0602808161057576,0.291892208066716,0.3454680757911991,0.2277002032600885,0.0762198093429304,0.062921694836804,0.023474211219034,0.5813364989076427,0.4974913750388005,0.0473398234847417,0.0552269797152166,0.0022627897037695,3.753045059243125e-05,1.1817534017911016e-05,8.686749004221883e-06,0.01,-13783.208631465834,0,10.0
1,0.1385419283789311,0.0830434186482399,0.0038840527335762,0.0089044752194724,0.0327920230428576,0.0574294677705804,0.1078239904695787,0.1852533598501768,0.0022708671828813,0.0016807869049111,0.035703763707231,0.037316324873738,0.0182429654781794,0.0167886729825868,0.006804472577576,0.0041440892757356,0.1417185260942259,0.1096453130317845,0.0063500851303468,0.0254302722542505,0.2350871779445611,0.0007794364057995,0.1170647084864939,0.3610452326126166,0.0126055523604735,0.0096507614637768,0.0339079911068537,0.0151740711537472,0.1319137699268722,0.2828194294708825,0.0107343468055686,0.0092213202610183,0.0555886084867863,0.0078374505695014,0.2244814881453733,0.2096545653943539,0.2175915991490588,0.1893988214965996,0.0145152789138784,0.021957809964435,0.0893743423733989,0.040732851207399,0.01,-18025.42702945328,1,12.0
2,0.3277185659753526,0.1764035357454991,0.0023506840271821,0.0050752617197071,0.0145935343086958,0.0037931276428848,0.3938078309006911,0.3502873731650175,0.0011250023791454,0.0019228414369416,0.0085706818272711,0.0049784468261356,0.0352049030668107,0.0041918230282768,0.0983182252567694,0.2078583894034384,0.0398768078081278,0.3212384589853601,0.0813077483862723,0.0300410010603672,0.2145632739028768,0.000759116392426,0.0201239332516907,0.0712622600055016,0.0272886197934882,0.0197849997904835,0.064012604682855,0.0090442725850838,0.1248962708219294,0.2955795202769093,0.0377172855037069,0.0078997726189174,0.052209059066663,0.0221882950967994,0.3705312877606118,0.1852929803410894,0.0746106404067446,0.1134555116532569,0.0095959184048175,0.0153256011444715,0.0876002628118475,0.06939027162817,0.01,-18074.09320576522,2,14.0
3,0.3845873246516528,0.3588778986924418,0.00619031638755,0.0071777983677701,0.0275562831921,0.01668729479831,0.3338022312192343,0.618102262080262,0.0114854944908157,0.0023171554121747,0.0093875549838051,0.0154713330866978,0.3377888795947085,0.0951167018641877,0.0162577885359024,0.1160080446532936,0.0620703844702887,0.0670296883442122,0.0727543403985327,0.0811784059258823,0.1893388434815122,0.1389793457600607,0.3173236557035641,0.1072795597807966,0.278177963018586,0.0550178901830979,0.0390321419723609,0.047947378078918,0.2869970522588284,0.3627256859018409,0.2190849911449703,0.0402934432014602,0.0780076677521738,0.0263839204841982,0.565091564784172,0.4514239736646881,0.043744834212466,0.0014615532982135,0.003324583428973,3.174768590321491e-05,0.0001730526627394,2.2350811519503477e-05,0.015,-13796.42058904601,0,10.0
4,0.2271221610083687,0.0900615906022724,0.0041563875607683,0.0128637782353891,0.0152631775928791,0.0264335627698368,0.2019919672751488,0.1838976070060923,0.001687263791245,0.001145113993475,0.0215106985064143,0.0143339525951951,0.0394585339186131,0.0130719320721233,0.0032454286137913,0.0044209579688208,0.1034369741334124,0.0607447264912547,0.0096316725574006,0.0269144388711167,0.2462767798569003,0.0004935395028332,0.0664911653559922,0.2766669702092825,0.0217261006663394,0.0063870940944545,0.0355916657368312,0.0189653895863824,0.0733990178614799,0.2738146883993192,0.0175440812149593,0.0050769189929555,0.0696707574444584,0.0076988327715426,0.2598787292538156,0.144560055769175,0.1632564759578265,0.1887478855613837,0.0117072069097116,0.0202832212230735,0.1050710820129996,0.0715377370101316,0.015,-18022.98679770201,1,12.0
5,0.2220387946540036,0.1261334341515797,0.0037997356145643,0.0018152038538945,0.0063086057665211,0.0134789789400063,0.2632809243215297,0.2579248518669,0.0015544142901585,0.0007519846430772,0.0028404247657874,0.0167299963241226,0.015462743060134,0.0017465842765234,0.0888356899943886,0.1889038715564837,0.0350925448386848,0.3499427616173278,0.034107581981683,0.0171077868549542,0.2006436585184731,0.0002694742500576,0.0156903132667987,0.096849972332402,0.00877788650449,0.0091336883996201,0.0717906893113902,0.0088466520938411,0.0799060165530222,0.4069427587081007,0.0146523091431638,0.0031324368841243,0.0427804260398487,0.0168087555339645,0.2786457094939449,0.1798066427002541,0.1467486255244234,0.1541852883125284,0.0098805878675253,0.0181501062695239,0.1142847629017785,0.0422803443889982,0.015,-18069.50900138844,2,14.0
6,0.2726989187335402,0.2617255457740318,0.0009709654206004,0.0043691431696914,0.0919045253312716,0.0407871817264044,0.2671437221951135,0.2983176577533624,0.0183086464700477,0.0051203531783899,0.0208888310518546,0.048230688870837,0.4959881789062434,0.0175939508830673,6.749277879477435e-05,0.0926587601401621,0.0068591771652361,0.197064619857236,0.0021039332713169,0.6792587011454283,0.1009711541397542,0.1390389839948948,0.1540249774195099,0.0902630989227104,0.2011655433531159,0.2237754764270713,0.0671329823046952,0.0320752769521334,0.1263715774947704,0.3197267372423572,0.2381357470433288,0.0709543164263812,0.0372270718083583,0.0410331727575378,0.4392576761961845,0.1938242676376248,0.1005252770449457,0.1105801274181023,0.0047510084832832,0.0005041373434645,0.0002708974774713,0.0007859574927979,0.1,-13994.80908806648,0,10.0
7,0.016631041387006,0.0349287151028264,3.625792504355138e-05,0.0005198447132862,0.0004270406203604,0.0012336495738522,0.021784925704698,0.0247035983149492,2.8773761594672617e-06,3.007225501869144e-06,0.0078024579390181,0.0001416560176614,0.0002993527462979,0.0021553043551265,2.419432503088412e-06,0.0162478433589399,0.0035013887185404,0.0093215673149971,8.815444278257296e-05,0.0352835724846881,0.0426309040699741,0.0117904612554263,0.0001173919699434,0.0547710652384315,0.0003032308766815,0.0004136766016532,0.0076766190777003,0.0056675254632612,0.0004739496839999,0.131576460377067,0.0001942318680374,2.8250472753472243e-05,0.0158009641015149,0.0001414896650776,0.2383124813263826,0.0075664660927246,0.2798322581756677,0.2486360263594539,0.0328687391860482,0.0268977994961484,0.1344289786290354,0.1376101040558622,0.1,-18036.971250215527,1,12.0
8,0.0016920059502595,0.1060330410897174,1.6325258055844045e-05,6.576058855127842e-09,1.8507267897244414e-05,0.0003018012743325,0.1018801029775132,0.0575365706856591,8.027852792298188e-06,1.1955107854016506e-06,4.465385998249087e-06,2.299203580067592e-06,9.623346004726993e-07,3.372432288012269e-05,0.0011962139873274,0.1199475442884239,0.0003131999878581,0.1791757096905755,5.451469060054879e-09,0.0291799493921577,0.1466511221449789,2.232096182055393e-06,0.0014306930710382,0.0063262035226182,2.2142069276823853e-08,0.0072502381550146,0.0203776975908894,0.0379058910286369,0.0001157939204727,0.2489190118513413,1.4890047620006443e-05,1.5642666672674646e-05,1.2106125473499198e-05,0.0082215489947783,0.1894127384513973,0.0075584215267991,0.2560493687198689,0.2119489026391857,0.0326156063711694,0.0177874147108906,0.147031688866338,0.1157175861836214,0.1,-18090.70285118056,2,14.0
9,0.6326227877601541,0.4071807583794301,0.0010221635466295,0.0011760968292545,0.0111693979816419,0.0105846561748411,0.3015491175990754,0.4992064272312957,0.0087311230850851,0.0019584197255188,0.0128483228673826,0.0227349419302855,0.0819073941276623,0.0919183716103039,0.0994975188486491,0.0350182964962332,0.2493234047016632,0.2018971118996149,0.0672305510193203,0.0463791150845541,0.2468122815822871,0.2358206953303175,0.1142766985728182,0.2471854989277325,0.047426411460645,0.074928371398448,0.0848558803906845,0.1572228523082795,0.2977793975355138,0.4200435526424501,0.0569531340404302,0.1038811583569281,0.063538245280867,0.0320731393748992,0.4876261287192746,0.29648260506016,0.0216488283407952,0.020052315376238,5.253867644777426e-05,0.0014806448898883,1.6577914323832323e-06,4.665492235104792e-05,0.01,-12565.034297865688,0,10.0
