,11_T0.01_B0,11_T0.01_B1,11_T0.01_B2,11_T0.015_B0,11_T0.015_B1,11_T0.015_B2,11_T0.1_B0,11_T0.1_B1,11_T0.1_B2,3_T0.01_B0,3_T0.01_B1,3_T0.01_B2,3_T0.015_B0,3_T0.015_B1,3_T0.015_B2,3_T0.1_B0,3_T0.1_B1,3_T0.1_B2,10_T0.01_B0,10_T0.01_B1,10_T0.01_B2,10_T0.015_B0,10_T0.015_B1,10_T0.015_B2,10_T0.1_B0,10_T0.1_B1,10_T0.1_B2,12_T0.01_B0,12_T0.01_B1,12_T0.01_B2,12_T0.015_B0,12_T0.015_B1,12_T0.015_B2,12_T0.1_B0,12_T0.1_B1,12_T0.1_B2,27_T0.01_B0,27_T0.01_B1,27_T0.01_B2,27_T0.015_B0,27_T0.015_B1,27_T0.015_B2,27_T0.1_B0,27_T0.1_B1,27_T0.1_B2,16_T0.01_B0,16_T0.01_B1,16_T0.01_B2,16_T0.015_B0,16_T0.015_B1,16_T0.015_B2,16_T0.1_B0,16_T0.1_B1,16_T0.1_B2,20_T0.01_B0,20_T0.01_B1,20_T0.01_B2,20_T0.015_B0,20_T0.015_B1,20_T0.015_B2,20_T0.1_B0,20_T0.1_B1,20_T0.1_B2,26_T0.01_B0,26_T0.01_B1,26_T0.01_B2,26_T0.015_B0,26_T0.015_B1,26_T0.015_B2,26_T0.1_B0,26_T0.1_B1,26_T0.1_B2,28_T0.01_B0,28_T0.01_B1,28_T0.01_B2,28_T0.015_B0,28_T0.015_B1,28_T0.015_B2,28_T0.1_B0,28_T0.1_B1,28_T0.1_B2,8_T0.01_B0,8_T0.01_B1,8_T0.01_B2,8_T0.015_B0,8_T0.015_B1,8_T0.015_B2,8_T0.1_B0,8_T0.1_B1,8_T0.1_B2,14_T0.01_B0,14_T0.01_B1,14_T0.01_B2,14_T0.015_B0,14_T0.015_B1,14_T0.015_B2,14_T0.1_B0,14_T0.1_B1,14_T0.1_B2
14,0.011184732019094376,0.03570376370723102,0.008570681827271104,0.009387554983805132,0.021510698506414357,0.002840424765787425,0.0208888310518546,0.007802457939018108,4.465385998249087e-06,0.012848322867382652,0.005354354670601473,0.00022627737338025864,0.014144547620210448,0.005031424575802072,0.0012935981961583753,0.053306359894418134,0.0008399858152305394,0.00026755557941337546,0.0015421857552510537,0.0021570329038769474,0.004568810671951259,0.0011286429407584156,0.01934342223131821,0.004229453224921103,0.0036819092018463015,0.00015547793577976897,0.000271890036221143,0.016741762210929937,0.011124778755692911,0.009301477330577793,0.02003325674655102,0.0028938792940643504,0.0010834994237250435,0.005070401259996696,3.8176266013339565e-05,6.640679213286387e-05,0.001452034465179676,0.0021928166046329993,0.027424026671230364,0.00095453145082027,0.00027195946714300565,0.012863313733584167,5.584400432590812e-05,5.680610615957238e-05,0.0013952974190212218,0.025485587251806066,0.01810324851012779,0.01809189091331985,0.02975831841199556,0.007672681280011278,0.056158979439550574,0.04947956075119483,0.0005804489790941889,0.001092136793681245,0.002245209293101008,0.0029125936257841122,0.01711194492915954,0.007038418944200324,0.01593650951705185,0.028142896477937003,4.331909513808519e-05,0.0003077990409334573,0.00016635575209316618,0.0012314226299143568,0.0019384444395051455,0.0004842569829910134,0.0003276799696623683,0.002389727129653289,0.00013849340334599525,6.96077350124892e-05,0.00023925347133991678,0.0016381273764337282,0.0015616636578196642,0.00255459992209383,0.01123175671368024,0.007679082432576042,0.0007035964480060417,0.008372508980144825,4.9101630554645644e-05,0.00035929948366047196,0.001494772577566066,0.0046853492684047204,0.0040043407880933765,0.0036169502868622794,0.0013429758435627428,0.0015828796099518407,0.0026071928434815345,1.4962233947458116e-05,1.9981924075781224e-05,8.52359479676514e-06,0.0024519543613502662,0.0024765605854986366,0.0057260479551359995,0.002361703199265823,0.0009883579413605599,0.005037507947203456,3.7279662638932915e-05,1.2925788778373788e-05,0.0006188315089735378
15,0.014054485614928542,0.03731632487373805,0.004978446826135689,0.015471333086697849,0.014333952595195123,0.01672999632412263,0.04823068887083708,0.000141656017661492,2.299203580067592e-06,0.022734941930285545,0.0038324300969742307,0.00012568627759570932,0.022105074153721364,0.0026710950462783896,4.562890506252642e-05,0.028740723393816597,0.0002546881525905857,8.36533831952144e-05,0.0072434926914053946,0.0065227299116578236,0.001673155836849183,0.006927606391131757,0.009947993150697108,0.002717721978398896,0.004620136279077267,0.0003165583144743064,7.515313040839256e-05,0.021129093352193505,0.0075719186136585445,0.00446962635979074,0.008992560706819187,0.004324758043514377,0.0007955524668305147,0.0001549841382709543,0.0030342393522574057,0.00025685301445397684,0.0008052816629811814,0.006264120109939375,0.023641249447378915,0.0002697181652436645,0.010503981264995483,0.053282774371065836,3.4126905271793357e-07,0.00031564762270514115,0.0016319907377816264,0.030528193874393025,0.007105794996423457,0.01650358419002749,0.027656813786603566,0.010336696352236443,0.004483410778435206,0.023570432765751572,6.505199135145006e-06,6.954108257914703e-05,0.001793376669883127,0.011986507613906888,0.018454342561618382,0.002368327676246463,0.0026371153431976276,0.009110721297034776,6.970450247180159e-05,8.271024274431435e-05,9.135822393727328e-06,0.0008931106859944708,0.0024189573616496957,0.0007882371121095276,0.0001381008055022085,0.001106286387375015,0.0002528176213909425,3.75492492599776e-05,4.1057882733132043e-05,2.1110537976338837e-05,0.006834018876886653,0.002465454960310568,0.0022642932445841838,0.005342602936859364,0.0004935573345065087,0.0010109711799658303,0.00011800620542155627,1.0016063133228585e-05,9.772899323325351e-05,0.002049861094380654,0.0011411021345835795,0.0020326660709094053,0.0007937646000141957,0.0015928434223173064,0.00032018473003828514,2.0065479655558633e-06,4.3207798892795315e-06,2.1394771803154243e-05,0.0013805618019683164,0.0032555442721117355,0.008404481185636798,0.0007659565145569918,0.0018932405112060454,0.005957854580259448,5.437615504574811e-06,3.78284392452187e-05,6.039505149196301e-05
20,0.2707764168203432,0.018242965478179416,0.03520490306681078,0.33778887959470855,0.03945853391861316,0.015462743060134027,0.4959881789062434,0.00029935274629796246,9.623346004726993e-07,0.08190739412766236,0.0022244581458430515,0.000530928992922526,0.1244440411203341,0.0031986580186981347,0.00037773662398377333,0.3226108796125666,0.00020125140609139876,0.00012706112676840213,0.0013034568002748203,0.0010746240390740738,0.06174184747877081,0.0034763436626401322,0.0007958443714527474,0.06564807869326557,2.526619687754927e-05,2.1802288998556716e-05,0.0008423163154256702,0.06533624163353668,0.011474024113155411,0.0028308553314769776,0.06584353528226457,0.016800638560696902,0.007882441445265327,0.0006533642614302822,3.5332828887537884e-07,0.00010093728562562154,0.013884411179806464,0.027966219590997564,0.058887104019448376,0.009159358273185075,0.09646396823144038,0.034024396139886684,7.441654759547114e-05,0.013129871848326279,0.011413292944140138,0.07012889545533366,0.01609701296899356,0.06236771916603609,0.03336531901003197,0.01557358947359964,0.0742166459281054,0.02626466242858061,1.5599856550871342e-05,0.00221456573196248,0.15853966207251163,0.0503939636101598,0.18693152450867176,0.13245369224417322,0.03234831284757517,0.24054611820509017,0.002654826183902968,0.0006337007761482253,7.091204437184851e-05,0.04514701042635301,0.03502860449959632,0.07132385232280938,0.0477239652207755,0.040314477348610094,0.05923170675951288,0.0015442636780801028,0.0008843613566054201,0.0038141954217122474,0.014607320263540776,0.004961242982591868,0.04989275660194871,0.03699083802745585,0.033097476298265385,0.09462678424280534,0.012775524603707032,0.0025419173014581873,0.003440056689670941,0.011395551527883432,0.10253821471896986,0.05342283105073407,0.03508175370225096,0.16468520376594684,0.03354087821331079,0.004013170541234649,0.0201716989631082,0.02567453732889972,0.14390876941673963,0.24394934695133902,0.24260593738134967,0.12295723571366532,0.1274538399014903,0.3839402622742643,0.00034658998846187595,0.005051689495626067,0.04862151691624682
21,0.055630354313294494,0.016788672982586864,0.004191823028276865,0.09511670186418776,0.013071932072123354,0.0017465842765234862,0.01759395088306736,0.0021553043551265066,3.372432288012269e-05,0.0919183716103039,0.021640123335222698,0.00018508666619188028,0.09722200224787679,0.008080646056564996,0.000182114761576011,0.03567126021797142,0.003999224870975858,0.0003029986008690999,0.0007590623097263395,0.021015798225560805,0.025100146784789328,0.027826196848157927,0.0043691766190893135,0.024529473701578226,0.0023341396842302222,0.00016230836470687053,0.0039478952273762765,0.31068703713348184,0.0788722298814453,0.002614423616254385,0.24163040872098565,0.06199460624136808,0.0037347358026186125,0.0013164364933771111,0.042308833125394164,0.0008324651718220528,0.003924042309957046,0.04435639244556124,0.04126337981294623,0.0007072145109804799,0.054344292630011656,0.046824302431373234,2.908358017141947e-05,0.0071108922892525106,4.122539328775885e-05,0.12876292424005384,0.1702368717401281,0.043553658104920345,0.14161036560938037,0.23420393840763354,0.024780772876383573,0.04991381305832889,0.005002412139557978,0.00010832904750636046,0.009407319913414267,0.0314012168086142,0.08027686325379031,0.006951264802170805,0.06596856676478059,0.061936104630455874,7.869982201471647e-05,0.000245796169225233,0.002253699957181165,0.03261008456794345,0.037448899696389704,0.11758426845552304,0.014401811164959706,0.019090974979531775,0.06202301268775336,4.979349582259918e-05,0.0002319137965621545,0.0006619238197302976,0.017929425892641113,0.040266515768927605,0.04842554503786751,0.014627007095370846,0.03150675307717424,0.020750720693932818,5.240559378374101e-05,0.00020150346052026527,3.9116745480603344e-05,0.061591153794171606,0.05598099921858347,0.02110038675382509,0.024155584809333795,0.02388875784496858,0.013387369371444071,9.75410861988888e-05,0.0005119770720351434,0.0002866571677200417,0.13616425508183996,0.030103934983499787,0.09517954239687251,0.09585337648028149,0.03429252373863162,0.10671904907652346,0.00042781833051625705,0.0004592929268435082,0.001368845056564529
22,0.029486286003057437,0.006804472577576061,0.09831822525676948,0.01625778853590242,0.003245428613791356,0.08883568999438866,6.749277879477435e-05,2.419432503088412e-06,0.0011962139873274834,0.09949751884864912,0.009405376753750055,0.11490751646244249,0.08945972296419451,0.012447045522233116,0.1454174418418847,0.08949169401287199,0.001472549322925682,0.08010003504451013,0.28664944193516784,0.11100142903407431,0.07798247153306233,0.2709577498577617,0.0665380930082152,0.11525833897210697,0.11510086922964599,0.010014380578708225,0.028514701363614885,0.00938756475305953,0.0005818718971824763,0.3293791223824514,0.030749830957922924,5.0943798283820906e-05,0.26917425419662655,0.04585179012479494,5.203864662448835e-07,0.09801976165738434,0.09028391328468152,0.009486728436054227,0.015857168117114337,0.040012534196574925,0.0012480971496557842,0.009117095643525506,0.013202904041867202,1.1496159181070428e-05,2.764246419198539e-05,0.19854123318401456,0.0036338606926916775,0.04346645670471975,0.17223355020675082,0.001242022646408093,0.04900583240988398,0.004927308234454497,0.016670258923085376,0.030294743233235215,0.10946359647827186,0.004669160727628299,0.22255259098299415,0.14295985106187617,0.004052081242791601,0.2322556826759796,0.08076330621333022,0.043464129798294136,0.04757973560532921,0.2653016460271873,0.2718034634115331,0.5654977853615617,0.24057260710889644,0.23973574656818983,0.4726508065167751,0.039112662534515896,0.059891007888012035,0.12575703917887557,0.0017896509700210718,0.2772060531247447,0.0990360124140174,0.0025639600319652235,0.20767797140627792,0.08354590408195851,2.728666427099468e-05,0.0011355473829434192,0.02604045401244336,0.059648073004889175,0.0026689252471496696,0.5206512080686387,0.04060642730417611,0.00032604472715024615,0.4091232391940911,4.759084875275163e-05,2.0615385525876937e-07,0.11536522269817773,0.18575692286282164,0.3574215479298885,0.060738811552628565,0.1851342451795021,0.3306047040734812,0.10855883123010743,0.07431746822193191,0.16593260807641197,0.009002339567819189
23,0.08851901317865585,0.004144089275735653,0.20785838940343848,0.1160080446532936,0.004420957968820888,0.1889038715564837,0.09265876014016218,0.016247843358939997,0.11994754428842397,0.03501829649623322,0.589840685706813,0.09032833352416032,0.043419949056925894,0.548947740252324,0.09971642711654595,0.05807298964127369,0.2406961200796736,0.14206479979223696,0.40948877788116717,0.2924397278039975,0.002281056461276352,0.3546329767055448,0.31780512375422004,0.004414659883637423,0.17251669650304344,0.16197847673174326,0.05548942983743724,0.019035339309766964,0.08641958627413535,0.12630835349130468,0.0183820927770303,0.13171353767822974,0.1103269102730006,0.07474452947950369,0.12261206765994041,0.044579792697360766,0.5707828318975662,0.06787850587266203,0.23286815681960393,0.5533820027508776,0.16858895993321982,0.2455761084957158,0.28867614494488725,0.1689738959834741,0.21051805231687312,0.1365069441928927,0.1027554232650062,0.09875225545166509,0.19061926522269604,0.15160352809630143,0.15708989437207882,0.20527571305806155,0.1317548332618825,0.09737600977190108,0.36919115314021556,0.31024711539796074,0.023118519984493865,0.34719964804709547,0.27579550843940825,0.04984574905987884,0.15186795556471572,0.09627822331162411,0.10329741787879132,0.3099572021782898,0.20599287525542045,0.5767885032136594,0.3658489895693569,0.25108084153417587,0.575146250053359,0.19456637178244815,0.2922411707461716,0.4093121012952953,0.47937446620873225,0.36779646919807585,0.25089716547595975,0.3680443872621499,0.33488096129553596,0.3286436291419005,0.13057213211089697,0.19151125240993677,0.3350128752449782,0.057746997421593796,0.23940910626090753,0.6520360540527447,0.10653504422165672,0.3102778736784774,0.6079296361980874,0.11246296925487183,0.17285691823434024,0.3678854662993254,0.2745613845031525,0.2659843335956344,3.140206977023857e-05,0.21886990360364256,0.3013010791718735,8.237555077875885e-06,0.15910630521446,0.22757097367981874,0.08169316874375188
24,0.08065753859819745,0.1417185260942259,0.03987680780812785,0.06207038447028871,0.10343697413341248,0.03509254483868484,0.006859177165236137,0.003501388718540424,0.0003131999878581242,0.24932340470166323,0.03935090680583953,0.03877536539089755,0.30867996320007396,0.029344333682904653,0.04080624575725063,0.22649787055258128,0.0004112193580885315,0.02738674858390692,0.1292640013918233,0.1328720459993287,0.015410717162817522,0.084618148410961,0.2508023885066242,0.013067573990166283,0.0037279494247821044,0.002989325875663597,0.0030246816723454744,0.0017246636034846123,0.03725928732522179,0.04710754136887165,0.0015065911795550144,0.015036013534619608,0.0224252815435075,2.1045755182401754e-09,1.1327092948661241e-05,0.0028829609520846606,0.35110135828619454,0.013646254876935294,0.0590673110728655,0.31087875430137213,0.00475259913353868,0.04270556055212802,0.07820087826608932,0.0011215129035852347,0.0002061826474662215,0.18454174805749246,0.033371219434186854,0.01804788370633994,0.162034076650903,0.007301381857681891,0.04703412164559998,0.11030423560553336,2.221433958575147e-07,0.0018276265295762812,0.045785115049078284,0.1730520098085379,0.026397144837034932,0.07102278584184915,0.2686860319078294,0.05017765950364505,0.01711136211501872,0.10215789952281565,0.01577438906860699,0.022799274447337366,1.1305645105440905e-05,4.3137035140197455e-07,0.115027311627919,4.0388260540920615e-06,2.497406105529826e-08,0.011871332750216757,3.8798952617569685e-10,1.5693444699795953e-09,0.00014818803632369695,0.00027200404129960003,0.0014198559774545674,7.903101486234539e-05,2.664900424180356e-05,0.00046774193189824946,1.0196446936021209e-10,0.00041256130707624744,6.27634828967493e-06,0.00017119223118427119,0.0005491271577493296,7.874331532354215e-05,2.798299693848836e-06,2.389277982499874e-05,3.0402924747148987e-06,1.4145709414782554e-09,0.00037695265609539574,1.2772830751618156e-13,3.8397864819326764e-11,0.1369948292751141,2.3948334141223623e-05,1.1776046681739355e-10,0.05375097500947908,3.80232821520476e-08,1.6227711529435098e-17,9.831693168154096e-06,3.0811858749597017e-27
25,0.07205566742789961,0.10964531303178456,0.32123845898536013,0.06702968834421223,0.06074472649125479,0.3499427616173278,0.19706461985723606,0.009321567314997163,0.17917570969057553,0.20189711189961498,0.11643816006968989,0.18989357921537653,0.21016495372042543,0.09580415608646561,0.27112497841636823,0.23308866463621403,0.06718853452107022,0.1773020511827185,0.5970246592156362,0.062128949057977646,0.03298438042696716,0.503428338061856,0.09941665709809658,0.06213716715799994,0.20713077458521348,0.06532080551395114,0.009362992452154481,0.11477547647207327,0.1876278911698025,0.04678215677431105,0.12830874361264893,0.37896930544350027,0.030126452508066556,0.11041837719440675,0.20800883524814107,0.03602835611945286,0.6995133702267753,0.021305136215904928,0.017347051964317246,0.6034857873676386,0.02208273588132656,0.04442339357236686,0.17557919112454742,1.2517503501691843e-05,0.014284032086329685,0.003905009557610925,0.04024136022859891,0.03900176109713069,0.0016501135650997696,0.09672670781899728,0.01577157602584192,0.0047564094680815905,0.0033588407660527886,0.0015471459430890522,0.001164344784676907,0.00421271027373135,0.006597362143883663,0.0009186626576462882,0.0010564720138533442,0.0013793701823674666,3.4073130783195963e-10,5.0561392724191674e-08,1.989259272469466e-06,0.0016430959540152752,0.0019845013087134104,1.4743716434715068e-06,0.005624671205453867,0.0018431715160374359,3.728089358028215e-08,0.0003319946761415104,0.0002338120287797646,2.113963039178203e-11,0.24159342661668426,0.0069288692573923494,0.000577468850627665,0.2225124004254433,0.0033453959492489023,0.0001315697988514946,0.0006481082782963391,8.322536351120038e-05,6.017408054118824e-06,1.8524472609654202e-05,0.0003837468965146044,0.014018554943007652,5.169957775387822e-07,0.00010429009668115976,0.00704084872044857,3.168904636188051e-11,2.4037775711013715e-10,0.010699896270255952,1.742647132400102e-09,0.0011226467339120899,0.010989893842747227,4.552217853981852e-09,0.0011893881459206263,0.004763543082744387,4.1665629328381774e-07,7.294135603413848e-05,3.918635232703729e-09
30,0.09787294010279257,0.006350085130346858,0.08130774838627232,0.07275434039853279,0.009631672557400677,0.034107581981683066,0.0021039332713169065,8.815444278257296e-05,5.451469060054879e-09,0.0672305510193203,0.000896692820791886,0.0005553503370334669,0.09811326899387464,0.001252012132169647,0.0002911070067065669,0.14878393818009605,8.350756473403749e-05,1.697835190430578e-05,0.0018413227737336204,0.008448114248290827,0.04704065934029286,0.004530858343801297,0.010201357569977334,0.03709684655678843,7.70287912354621e-06,0.0006520529815052044,3.6757055370915075e-05,0.026144707506717203,0.019917414423956236,0.0007161746208591904,0.030594927002056866,0.06220444991426471,0.0015200038845147087,0.00023064888330085888,0.00017399854878358,9.44616136531935e-05,0.02905609058393953,0.012429773046342962,0.09709698900601314,0.0214663930280737,0.016383885316865198,0.03326421250982259,0.00011242761182721434,0.0015622119949995539,0.0002045045803401406,0.025697184485894413,0.016243934737414454,0.06837545796912141,0.03316414475637393,0.01889483962327174,0.06656911378962468,0.13294900135744617,5.265286098514272e-05,0.001271324242510995,0.09130512584097822,0.03292469936952063,0.06119579402674733,0.06100174711509678,0.01917809882803644,0.0809198997852359,3.944122481379656e-05,6.905000888330816e-05,0.000749008742486648,0.04595127938853928,0.03175254843489661,0.07168482502437595,0.09281312354846183,0.03477227352725388,0.05243513405414739,0.033829412082613634,0.0006679514002117284,0.0009754509512185106,0.005131589400877347,0.008437854494403913,0.0325843006676159,0.009055253499638415,0.034346250061063434,0.05514359293328776,3.33857363704032e-05,0.00027667581213325316,0.0005559971593664569,0.042289313766413074,0.06926810147851942,0.05268051238206844,0.08124557381298131,0.08591529128771351,0.03218311070011831,0.0030187396201554364,0.0622301895112863,0.0013719135216220882,0.05697941576576385,0.10891437019049413,0.13966645813131395,0.08503481122550241,0.040184118379008586,0.1395961985516589,0.0005394835002688668,0.00011717702787470388,0.0025798422483575174
31,0.08423102064541582,0.02543027225425059,0.03004100106036723,0.08117840592588237,0.026914438871116737,0.017107786854954222,0.6792587011454283,0.03528357248468812,0.029179949392157723,0.046379115084554196,0.06620614986615071,0.0005091198995759797,0.04163119515279069,0.019417396872874467,0.0006303651961621464,0.06861502800671761,0.012467603606714575,0.001371753749492981,0.0021712748165456206,0.034842807794299255,0.04542559518775054,0.0364017315731376,0.009848302285600184,0.04535691562858468,0.004475367948481437,0.0006252091985120278,0.014831019956691251,0.27179374257293126,0.015805102721551036,0.00043508732015970345,0.2348804013283768,0.0049103503941476286,0.000894093782390835,0.0033375125665688473,0.0006688861096892287,0.0009427683632445635,0.03151936684328633,0.10504802100912211,0.017140203387832356,0.024021211148898693,0.17333712668471465,0.02328637460326079,0.0007468161397153039,0.027016393715787904,0.0005676225707057749,0.08129404927525034,0.1733771424113552,0.04918200875576016,0.09135052141793074,0.25587130241319067,0.03130204356314677,0.026086852792225494,0.030912439974230124,0.0003391352021910631,0.01520954616117543,0.01158447531463009,0.07982710731423444,0.014785794230193293,0.02403008288187529,0.06115816846966524,0.003729416760511249,9.701360221652917e-06,0.003939313133140091,0.013860770711852013,0.035508667829359804,0.191451937384489,0.0014095103271279435,0.021210729013010594,0.14137553393344357,1.900603664677133e-06,0.0013674162038900886,0.002009011350386846,0.012344024343624018,0.09025059603401574,0.04350915385720042,0.010147596069094982,0.09575135347151574,0.026789359613881562,0.0001140007003194954,0.0008183827074437609,0.0014131704033506513,0.05313090913025445,0.03524400251282108,0.01296787417954446,0.022195155963449884,0.015769839847653195,0.0067570570050532516,3.533240169045531e-05,0.00015881417552113686,0.00025361864374905536,0.012316058796568436,0.11465173971265083,0.11529030122305589,0.008902728782288899,0.1426223975729305,0.11714647704033997,7.771090513534426e-06,0.001912042837413448,2.8780429552592595e-05
32,0.24896894960761787,0.23508717794456113,0.21456327390287686,0.18933884348151223,0.24627677985690036,0.20064365851847318,0.1009711541397542,0.042630904069974135,0.1466511221449789,0.24681228158228719,0.22271551185056904,0.009753536154588276,0.2517078558633923,0.2515418344105896,0.013670105450468829,0.11231393454952641,0.16560633748783452,0.14847799632057831,0.41194087885018704,0.42954113052365683,0.21513028746958926,0.33657521224317666,0.3894462024847512,0.2386476356566638,0.1938088971890322,0.202495335963659,0.14196419888190145,0.003757434020797948,0.08302776108725378,0.06262010613899145,0.00481152514352271,0.05193319305754506,0.10115288561740382,2.670511102329414e-06,0.00012212731652873964,0.14429999755860556,0.27337079681660154,0.39052069762946867,0.24951663926794265,0.31951644033968457,0.37870636723959383,0.3324903404892085,0.17406730331502124,0.17764273202489084,0.3182245648027071,0.12161804493091562,0.22007528134480095,0.02952372513230283,0.1633183703502053,0.239710029282694,0.11517506080657196,0.16862018760763497,0.09433155057184628,0.1401467220223091,0.5808985293647494,0.3900656430228776,0.3934746476264084,0.5045910275001356,0.3615446528971381,0.402597120223668,0.277584825370331,0.2219492913332691,0.20505412136428935,0.3073938688196114,0.3871514052859484,0.29711256553255677,0.300001098129886,0.4051641010378183,0.3826142858953741,0.14601691579004272,0.3288952769939845,0.44661941452456516,0.3996163691530468,0.21426369094128841,0.5344607514852746,0.41870228002777327,0.27642847153780603,0.528159714257764,0.2508578931200852,0.2726914390338265,0.39149274721620053,0.31787665245548585,0.15376762492769877,0.13524450394172918,0.33528487507811555,0.17304026427631208,0.19426839107652344,0.27042735562839426,0.15964509897703583,0.2773737267075442,0.150477407237499,0.00646471913420652,0.34766550590782347,0.16663991012397023,0.006602933755801751,0.35144410947046306,0.10856426551133035,0.03547328404483155,0.28975321864767833
33,0.12883750634706176,0.0007794364057995607,0.0007591163924260792,0.13897934576006074,0.0004935395028332089,0.0002694742500576564,0.13903898399489484,0.011790461255426321,2.2320961820553935e-06,0.23582069533031758,0.023777428553200194,0.1331277872549071,0.23338604013654474,0.024470281739016123,0.15021731329964133,0.04228432277901971,0.021108605650909554,0.10919166602126446,0.018850151024017044,0.17695813723676077,0.3076582359493101,0.02245356437196463,0.13508428800765812,0.30522872022019737,0.017801826309240626,0.06404493250484299,0.14470801260283891,0.38088766799378104,0.28198502357492944,0.156598709285712,0.35156966188354505,0.24234902519492707,0.15014586131646537,0.0167709717031779,0.06089192312261689,0.028510408168978107,0.04442730729659949,0.26452416052241573,0.07310019946905294,0.062312206453752364,0.21049324158556548,0.042215594811243304,0.0698968742878533,0.03937020139211818,0.00024497404964625083,0.12116540798398408,0.15414865305567604,0.20024479061428582,0.11157668250454005,0.11233566534419163,0.2736807273001596,0.07487492163604481,4.3621004653128063e-07,0.11487813572399828,0.0022788682316853253,0.19888615755800879,0.2383254112130043,0.005298711433087696,0.17816751837115946,0.19960110912528894,0.04323372973546891,0.05967244132174655,0.09949821073866953,0.4029985129782271,0.33435692937102857,0.25955334392941126,0.33141124976182773,0.3640130171820659,0.23861414004110457,0.14131465826830533,0.15118836599562163,0.13304874985043413,0.20805711270038116,0.25143441866859095,0.1698864537279868,0.2199565127224996,0.21859996385291913,0.12963305380597312,0.09247386988023337,0.03078969105915758,0.011183752927695264,0.03522200330447347,0.11297595741593335,0.20887830633899324,0.027561909246432516,0.12977911616868365,0.21968823606540688,0.014464397500567607,0.025610264853487302,0.10013060442717464,0.23696776972111722,0.16416324828042758,0.3678953684876882,0.21250821114139037,0.18826037719410715,0.3699127613494539,0.0007524415938465794,0.13351900695441488,0.1701640261011913
34,0.2319250603356215,0.11706470848649395,0.020123933251690783,0.31732365570356413,0.06649116535599224,0.015690313266798723,0.15402497741950993,0.00011739196994343412,0.001430693071038278,0.11427669857281822,0.07723685168574852,0.18409583131235666,0.09507178243859722,0.05499652318760588,0.1793756003949387,0.008838664673415122,0.0017648739572284885,0.028668864180626828,0.008386142741545227,0.04752787384555788,0.004155022200137799,0.00471469489571755,0.08818432250135236,0.0030864243599995887,6.547060608642616e-05,0.00046921380293059247,0.00017358551969752983,0.00904909215954502,0.03848680287684029,0.13727969858378236,0.00308250871494456,0.015268796419204084,0.08221726580237644,3.570953021114226e-10,0.002152657924789612,0.008271382973386577,0.012728605341622914,0.014371402852875716,0.07851317704269781,0.004729275908714645,0.010710276140439755,0.055473005039695565,0.011202123324036115,0.018983445660349305,0.00602487177309439,0.2574982760572549,0.00813597259883187,0.01602851516976444,0.1701125640980412,0.0027308894492327,0.046090553110957215,0.020958401065020824,7.549086679848491e-06,0.00011936387879624296,0.0009954662511089507,0.36571755075412116,0.014169503009699314,0.003595467884064485,0.4047465840427904,0.017886479612527695,7.571300421607364e-06,0.19380031347764864,0.0009588914693975855,0.012206310720390925,7.319445123601575e-05,4.7211861369250957e-05,0.0050456464793659,2.345369277360828e-05,3.631317974140357e-05,8.256607318954901e-07,1.7393282069146365e-11,0.00011471091159512525,0.002068956617715124,0.00032241552343911404,0.0014308794530852118,0.0015840013013055665,1.220465544066482e-05,0.0008009005233522645,1.522124772103735e-11,0.00039164105952547306,0.0003247976052908526,0.0069074880615919996,9.290718137311887e-05,0.00022274702391896054,0.0006650948824412126,1.9026272637266642e-06,1.7913965410166332e-05,0.02183778243013004,1.2531131346824167e-08,6.994445199126177e-07,4.4082095382345945e-07,0.0020534974108427826,2.5395494650674e-06,9.411045412045196e-07,0.000985697131318017,2.4717688357984562e-08,1.8317639387840564e-17,7.17803678532031e-07,1.210842725002239e-21
